,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
123,123,1424.8267822265625,2021-06-16 16:44:30.101753,2021-06-16 16:50:48.166565,0 days 00:06:18.064812000,1024,50000,0.09869969171884795,0.26396575806149847,0.99,0,0.00027729452461867574,small,1500,COMPLETE
124,124,1108.817138671875,2021-06-16 16:44:46.523865,2021-06-16 16:48:51.133303,0 days 00:04:04.609438000,1024,50000,0.1089500980747647,0.2111465531232442,0.99,0,0.00025116799883069063,small,1500,PRUNED
125,125,1389.195556640625,2021-06-16 16:45:11.633618,2021-06-16 16:49:19.466688,0 days 00:04:07.833070000,1024,50000,0.09482828305646526,0.22577244018138976,0.99,0,0.00027140448102313353,small,1500,PRUNED
126,126,1436.390869140625,2021-06-16 16:48:51.134399,2021-06-16 16:55:19.893437,0 days 00:06:28.759038000,1024,50000,0.09542808912614717,0.22441575352828777,0.99,0,0.00020140376998578583,small,1500,COMPLETE
127,127,-231.5438995361328,2021-06-16 16:49:19.467708,2021-06-16 16:51:23.380915,0 days 00:02:03.913207000,1024,50000,0.10117852730905273,0.27289137416654785,0.99,0,0.00042635305073365987,small,1500,PRUNED
128,128,-6.983597278594971,2021-06-16 16:50:48.167757,2021-06-16 16:50:53.029606,0 days 00:00:04.861849000,1024,50000,0.08438016681660979,0.2815299351698271,0.995,20000,0.00021255368776632185,small,1000,PRUNED
129,129,595.5533447265625,2021-06-16 16:50:53.030369,2021-06-16 16:52:28.605131,0 days 00:01:35.574762000,1024,50000,0.0809831337281348,0.24386861537057972,0.99,5000,0.00011673851261185335,small,1500,PRUNED
130,130,-162.9564208984375,2021-06-16 16:51:23.381766,2021-06-16 16:52:55.340048,0 days 00:01:31.958282000,1024,50000,0.07958856169602413,0.24951172264889815,0.99,5000,0.00011697930242963528,small,1000,PRUNED
131,131,-302.76373291015625,2021-06-16 16:52:28.606476,2021-06-16 16:54:03.988515,0 days 00:01:35.382039000,1024,50000,0.11357066597353273,0.05287650008529188,0.9999,5000,0.0002028550460113407,small,1000,PRUNED
132,132,1413.3746337890625,2021-06-16 16:52:55.341084,2021-06-16 16:56:36.876618,0 days 00:03:41.535534000,1024,50000,0.12371931614916896,0.19655934277626783,0.99,5000,0.00021136661484312454,small,1000,PRUNED
133,133,1417.6414794921875,2021-06-16 16:54:03.989407,2021-06-16 16:57:46.594106,0 days 00:03:42.604699000,1024,50000,0.12343605054716622,0.39815226922494995,0.99,5000,0.000734351022433214,small,1000,PRUNED
134,134,689.7220458984375,2021-06-16 16:55:19.895142,2021-06-16 16:57:21.591704,0 days 00:02:01.696562000,1024,50000,0.09140070280186936,0.22425521065442017,0.99,0,0.00015762035485698987,small,1500,PRUNED
135,135,1437.6187744140625,2021-06-16 16:56:36.877651,2021-06-16 17:03:02.301290,0 days 00:06:25.423639000,1024,50000,0.09279322063459758,0.2199000538680011,0.99,0,0.00036700789273322375,small,1500,COMPLETE
136,136,83.5203857421875,2021-06-16 16:57:21.592791,2021-06-16 16:59:21.289372,0 days 00:01:59.696581000,1024,50000,0.10718601254709388,0.2085537525751253,0.99,0,0.0003190140127615339,small,1500,PRUNED
137,137,1381.000244140625,2021-06-16 16:57:46.595162,2021-06-16 17:01:56.600485,0 days 00:04:10.005323000,1024,50000,0.07221469714832877,0.13990143878645084,0.99,0,0.00035339958277792055,small,1500,PRUNED
138,138,1094.4134521484375,2021-06-16 16:59:21.290502,2021-06-16 17:03:24.866231,0 days 00:04:03.575729000,1024,50000,0.07257395524322253,0.4193241326266613,0.99,0,0.0003423355004237689,small,1500,PRUNED
139,139,723.7837524414062,2021-06-16 17:01:56.601531,2021-06-16 17:03:52.943563,0 days 00:01:56.342032000,1024,50000,0.09632592538157457,0.4194181286856603,0.99,0,0.00014932706238269017,small,1500,PRUNED
140,140,100.57836151123047,2021-06-16 17:03:02.302633,2021-06-16 17:05:04.393078,0 days 00:02:02.090445000,1024,50000,0.08843075525529734,0.23211781399316758,0.99,0,0.00046628413955492173,small,1500,PRUNED
141,141,-3.365281343460083,2021-06-16 17:03:24.867232,2021-06-16 17:05:25.424256,0 days 00:02:00.557024000,1024,50000,0.0964695427561052,0.2376054632371939,0.999,0,0.00016003843830958832,small,5000,PRUNED
142,142,-1.1481465101242065,2021-06-16 17:03:52.945050,2021-06-16 17:05:56.120670,0 days 00:02:03.175620000,1024,50000,0.0876833460621139,0.24386102367625034,0.999,0,0.0005056613759144742,small,5000,PRUNED
143,143,1421.3565673828125,2021-06-16 17:05:04.393903,2021-06-16 17:09:27.610523,0 days 00:04:23.216620000,1024,50000,0.10113203321140078,0.24548882017208165,0.99,0,0.0005293500538275357,small,1500,PRUNED
144,144,810.9349365234375,2021-06-16 17:05:25.425394,2021-06-16 17:07:32.924933,0 days 00:02:07.499539000,1024,50000,0.10179601597923976,0.19955718303855052,0.99,0,0.0005261349983765632,small,1500,PRUNED
145,145,-404.6684265136719,2021-06-16 17:05:56.121827,2021-06-16 17:06:01.399890,0 days 00:00:05.278063000,1024,50000,0.10939083737266067,0.2193763703183616,0.99,20000,0.00024208573036323626,small,1500,PRUNED
146,146,550.0309448242188,2021-06-16 17:06:01.401661,2021-06-16 17:07:35.652138,0 days 00:01:34.250477000,1024,100000,0.1020979703731657,0.20510485807810613,0.99,5000,0.00041442324205997046,small,1500,PRUNED
147,147,1113.9923095703125,2021-06-16 17:07:32.925935,2021-06-16 17:11:22.893136,0 days 00:03:49.967201000,1024,50000,0.09197608861771774,0.25698698379656854,0.99,5000,0.000397709542853759,small,1000,PRUNED
148,148,787.8937377929688,2021-06-16 17:07:35.653294,2021-06-16 17:08:47.286013,0 days 00:01:11.632719000,512,50000,0.09111331290544533,0.2544978320130536,0.99,5000,0.00029404552163797614,small,1000,PRUNED
149,149,574.550537109375,2021-06-16 17:08:47.286964,2021-06-16 17:10:21.777168,0 days 00:01:34.490204000,1024,50000,0.11478066671440486,0.22241037058061883,0.99,5000,0.0009860531312133457,small,1000,PRUNED
150,150,780.2761840820312,2021-06-16 17:09:27.611424,2021-06-16 17:10:59.884092,0 days 00:01:32.272668000,1024,50000,0.09507929414840473,0.4314128387774944,0.99,5000,0.0007594939779096409,small,1000,PRUNED
151,151,1432.7769775390625,2021-06-16 17:10:21.778146,2021-06-16 17:16:28.270256,0 days 00:06:06.492110000,1024,50000,0.09506726014815733,0.17203071197050318,0.999,5000,0.0007795987316832564,small,1000,COMPLETE
152,152,674.3009643554688,2021-06-16 17:10:59.885126,2021-06-16 17:12:38.222384,0 days 00:01:38.337258000,1024,50000,0.10798247913161153,0.1515296008381779,0.999,5000,0.0011984031328956771,small,10000,PRUNED
153,153,1405.0284423828125,2021-06-16 17:11:22.894145,2021-06-16 17:17:22.150707,0 days 00:05:59.256562000,1024,50000,0.11149292481548595,0.1720887455768984,0.99,5000,0.0006404000003318786,small,1000,COMPLETE
154,154,695.5137939453125,2021-06-16 17:12:38.223286,2021-06-16 17:14:14.995741,0 days 00:01:36.772455000,1024,50000,0.11223014828040306,0.3723748383744981,0.99,5000,0.0006396448275647767,small,1000,PRUNED
155,155,-134.61264038085938,2021-06-16 17:14:14.997213,2021-06-16 17:15:52.288972,0 days 00:01:37.291759000,1024,50000,0.11788709384857786,0.23069413887690782,0.99,5000,0.0008853170108576204,small,1000,PRUNED
156,156,-1.1535440683364868,2021-06-16 17:15:52.289836,2021-06-16 17:17:30.855860,0 days 00:01:38.566024000,1024,50000,0.11115907824811044,0.11835195141896725,0.99,5000,0.000628388269079528,small,1000,PRUNED
157,157,708.6700439453125,2021-06-16 17:16:28.272148,2021-06-16 17:18:04.211802,0 days 00:01:35.939654000,1024,50000,0.10501699191377793,0.11718649627200375,0.999,5000,0.0018425089387955288,small,200,PRUNED
158,158,237.2045135498047,2021-06-16 17:17:22.152187,2021-06-16 17:19:25.937760,0 days 00:02:03.785573000,1024,50000,0.046750922122358235,0.18883497120910345,0.999,0,0.00029111399078899226,small,200,PRUNED
159,159,767.5048828125,2021-06-16 17:17:30.856911,2021-06-16 17:19:39.617623,0 days 00:02:08.760712000,1024,50000,0.09746615208107552,0.18353573222586306,0.999,0,0.0017502699707862867,small,200,PRUNED
160,160,797.7305908203125,2021-06-16 17:18:04.212913,2021-06-16 17:19:45.572191,0 days 00:01:41.359278000,512,50000,0.08286911022316823,0.2147904244464195,0.999,0,0.00028793698576893927,small,1500,PRUNED
161,161,-404.6684265136719,2021-06-16 17:19:25.938916,2021-06-16 17:19:30.747286,0 days 00:00:04.808370000,512,500000,0.09924420146269337,0.21064437706407316,0.999,20000,0.0008510716002191303,small,1500,PRUNED
162,162,790.5545043945312,2021-06-16 17:19:30.748364,2021-06-16 17:21:31.254204,0 days 00:02:00.505840000,1024,50000,0.12854343729440557,0.44525430422523316,0.98,0,0.0011652698721047123,small,1000,PRUNED
163,163,1386.0064697265625,2021-06-16 17:19:39.618735,2021-06-16 17:23:22.354794,0 days 00:03:42.736059000,1024,50000,0.10486144824458718,0.40696299555398435,0.99,5000,0.0010993025982586834,small,1000,PRUNED
164,164,804.9700317382812,2021-06-16 17:19:45.572782,2021-06-16 17:21:13.577847,0 days 00:01:28.005065000,1024,50000,0.12839795423644415,0.3994364903051114,0.98,5000,0.0012466697951952774,small,1000,PRUNED
165,165,798.0548095703125,2021-06-16 17:21:13.578749,2021-06-16 17:22:47.253306,0 days 00:01:33.674557000,1024,50000,0.1066641258513271,0.41193275425974807,0.9999,5000,0.001011483173797062,small,1000,PRUNED
166,166,710.493896484375,2021-06-16 17:21:31.255320,2021-06-16 17:23:02.569152,0 days 00:01:31.313832000,1024,50000,0.10467790447146666,0.4136748322073548,0.995,5000,0.0004407467676821356,small,1000,PRUNED
167,167,654.65576171875,2021-06-16 17:22:47.254460,2021-06-16 17:24:21.031950,0 days 00:01:33.777490000,1024,50000,0.09422736647360591,0.42943972262174096,0.995,5000,0.0007616245067572141,small,1000,PRUNED
168,168,-249.47216796875,2021-06-16 17:23:02.570123,2021-06-16 17:26:49.478188,0 days 00:03:46.908065000,1024,10000,0.09254451675480602,0.19784258636646182,0.99,5000,0.0007820683479385168,small,1000,PRUNED
169,169,1435.9478759765625,2021-06-16 17:23:22.355647,2021-06-16 17:29:21.474191,0 days 00:05:59.118544000,1024,50000,0.1203475035848663,0.1975317652195058,0.99,5000,0.0007585518163471661,small,1000,COMPLETE
170,170,762.0000610351562,2021-06-16 17:24:21.032894,2021-06-16 17:25:55.183945,0 days 00:01:34.151051000,1024,10000,0.1153307347918115,0.3557172048962088,0.99,5000,0.0002364238788357055,small,1000,PRUNED
171,171,614.7203369140625,2021-06-16 17:25:55.185002,2021-06-16 17:29:37.085602,0 days 00:03:41.900600000,1024,50000,0.12054392034553348,0.3314018683486941,0.99,5000,0.00018601059000220287,small,1500,PRUNED
172,172,800.7325439453125,2021-06-16 17:26:49.479262,2021-06-16 17:28:23.255377,0 days 00:01:33.776115000,1024,50000,0.13427433648313056,0.15257030444455405,0.999,5000,0.0003444593992685209,small,1500,PRUNED
173,173,1436.3446044921875,2021-06-16 17:28:23.256165,2021-06-16 17:34:47.489793,0 days 00:06:24.233628000,1024,50000,0.11947290404778728,0.45075851019544877,0.999,0,0.0003646714550101268,small,1500,COMPLETE
174,174,1434.9903564453125,2021-06-16 17:29:21.475988,2021-06-16 17:35:17.407574,0 days 00:05:55.931586000,1024,50000,0.12137833001303894,0.17822562609832276,0.99,5000,0.0001890682203373782,small,1000,COMPLETE
175,175,1419.71435546875,2021-06-16 17:29:37.086509,2021-06-16 17:35:31.680995,0 days 00:05:54.594486000,1024,50000,0.09997903895652419,0.1752330750756402,0.99,5000,0.000564582773266603,small,1000,COMPLETE
176,176,880.9246826171875,2021-06-16 17:34:47.491419,2021-06-16 17:38:52.509270,0 days 00:04:05.017851000,1024,50000,0.12089795585825959,0.4592791170648448,0.999,0,0.0003679473228707476,small,1500,PRUNED
177,177,-314.70843505859375,2021-06-16 17:35:17.409241,2021-06-16 17:41:31.626876,0 days 00:06:14.217635000,1024,50000,0.12164072065242702,0.16997017025018793,0.999,0,0.0002316894018543418,small,1000,COMPLETE
178,178,1433.017822265625,2021-06-16 17:35:31.682464,2021-06-16 17:41:44.855564,0 days 00:06:13.173100000,1024,50000,0.12227007956302544,0.46434180770162764,0.999,0,0.00021551757431614155,small,1000,COMPLETE
179,179,623.59716796875,2021-06-16 17:38:52.510110,2021-06-16 17:40:49.533159,0 days 00:01:57.023049000,1024,50000,0.08631680202571865,0.46857353294739224,0.999,0,0.000247173694661405,small,1000,PRUNED
180,180,1404.219482421875,2021-06-16 17:40:49.534297,2021-06-16 17:47:09.613310,0 days 00:06:20.079013000,1024,50000,0.12299856439450199,0.1946126548475127,0.999,0,0.00020472604773902748,small,1000,COMPLETE
181,181,1431.7630615234375,2021-06-16 17:41:31.628613,2021-06-16 17:47:50.236275,0 days 00:06:18.607662000,1024,50000,0.1252509640519351,0.2020349551395879,0.999,0,0.00018052256111461415,small,1000,COMPLETE
182,182,754.346435546875,2021-06-16 17:41:44.856517,2021-06-16 17:43:42.193435,0 days 00:01:57.336918000,1024,50000,0.1263704438549231,0.4442080020062504,0.999,0,0.0003121592175611251,small,1000,PRUNED
183,183,1420.47265625,2021-06-16 17:43:42.194406,2021-06-16 17:47:51.506879,0 days 00:04:09.312473000,1024,50000,0.1173467928123095,0.19952674672147558,0.999,0,0.0001838688133444642,small,1000,PRUNED
184,184,820.2335815429688,2021-06-16 17:47:09.615370,2021-06-16 17:49:07.420181,0 days 00:01:57.804811000,1024,50000,0.11418824793291363,0.4944804877163355,0.999,0,0.00013638616102041296,small,1000,PRUNED
185,185,802.961669921875,2021-06-16 17:47:50.238135,2021-06-16 17:49:50.897102,0 days 00:02:00.658967000,1024,50000,0.14131911993129598,0.16167632729749265,0.999,0,0.0001335539999698859,small,1000,PRUNED
186,186,1404.8428955078125,2021-06-16 17:47:51.508380,2021-06-16 17:52:01.165105,0 days 00:04:09.656725000,1024,50000,0.1321264758207021,0.18586066434122475,0.999,0,0.0001521425205189284,small,1000,PRUNED
187,187,812.5735473632812,2021-06-16 17:49:07.421392,2021-06-16 17:51:06.726522,0 days 00:01:59.305130000,1024,50000,0.13151443208267527,0.4574053184962307,0.999,0,0.00020594732522916527,small,1000,PRUNED
188,188,810.6612548828125,2021-06-16 17:49:50.898164,2021-06-16 17:51:52.085775,0 days 00:02:01.187611000,1024,50000,0.13286388261079385,0.1832934816196157,0.999,0,0.00018603810912610344,small,1000,PRUNED
189,189,715.33056640625,2021-06-16 17:51:06.727848,2021-06-16 17:53:07.573155,0 days 00:02:00.845307000,1024,50000,0.13577490696273173,0.18412594633416818,0.999,0,0.0002794228814899308,small,1500,PRUNED
190,190,751.087890625,2021-06-16 17:51:52.086710,2021-06-16 17:53:57.143055,0 days 00:02:05.056345000,1024,50000,0.12583621725838523,0.2155831756614737,0.999,0,9.480773751830942e-05,small,1500,PRUNED
191,191,801.52197265625,2021-06-16 17:52:01.165983,2021-06-16 17:54:05.060868,0 days 00:02:03.894885000,1024,50000,0.12668627711598965,0.22461989033107338,0.999,0,0.00011000594093472358,small,1500,PRUNED
192,192,-404.59521484375,2021-06-16 17:53:07.574688,2021-06-16 17:53:12.096099,0 days 00:00:04.521411000,1024,100000,0.12728946625138157,0.2247016566631444,0.999,20000,0.0004505052617493006,small,1500,PRUNED
193,193,790.3881225585938,2021-06-16 17:53:12.097227,2021-06-16 17:55:12.814124,0 days 00:02:00.716897000,1024,50000,0.11733135759491752,0.465903828319943,0.99,0,0.00038005256259722957,small,1000,PRUNED
194,194,792.219482421875,2021-06-16 17:53:57.143857,2021-06-16 17:55:56.224438,0 days 00:01:59.080581000,1024,50000,0.11878437119974368,0.43810862774386206,0.99,0,0.0003750219843474499,small,1000,PRUNED
195,195,952.2980346679688,2021-06-16 17:54:05.061974,2021-06-16 17:58:15.358727,0 days 00:04:10.296753000,1024,50000,0.11822576501224928,0.4520062501228599,0.99,0,0.00038120323558458585,small,1000,PRUNED
196,196,1428.4991455078125,2021-06-16 17:55:12.815232,2021-06-16 18:01:05.361935,0 days 00:05:52.546703000,1024,50000,0.10804209734762915,0.20393463778458665,0.99,5000,0.0002598238687561672,small,1000,COMPLETE
197,197,-291.2358093261719,2021-06-16 17:55:56.225215,2021-06-16 18:01:56.806947,0 days 00:06:00.581732000,1024,500000,0.10888260293513354,0.2023821388214012,0.99,5000,0.00026408565376629674,small,1000,COMPLETE
198,198,1022.2371826171875,2021-06-16 17:58:15.359584,2021-06-16 18:01:59.051777,0 days 00:03:43.692193000,1024,500000,0.11092815710500381,0.2052155976717872,0.99,5000,0.0002793909787467723,small,1000,PRUNED
199,199,546.4642944335938,2021-06-16 18:01:05.363475,2021-06-16 18:02:40.574870,0 days 00:01:35.211395000,1024,500000,0.09769118032948469,0.23513720578521755,0.99,5000,0.0005280612305100642,small,10000,PRUNED
200,200,-0.40810462832450867,2021-06-16 18:01:56.808827,2021-06-16 18:03:34.905470,0 days 00:01:38.096643000,1024,50000,0.09834028935268652,0.4245603274447119,0.99,5000,0.0001664934012939582,small,10000,PRUNED
201,201,-404.6684265136719,2021-06-16 18:01:59.052800,2021-06-16 18:02:03.652306,0 days 00:00:04.599506000,512,50000,0.10003503155002437,0.23802274466820747,0.99,20000,0.000512714450017909,small,10000,PRUNED
202,202,554.2369995117188,2021-06-16 18:02:03.653210,2021-06-16 18:03:38.970672,0 days 00:01:35.317462000,1024,50000,0.09654822980495845,0.425633594996912,0.999,5000,0.0014161292392114303,small,1000,PRUNED
203,203,1414.15478515625,2021-06-16 18:02:40.576194,2021-06-16 18:06:02.767318,0 days 00:03:22.191124000,1024,50000,0.031152047786141973,0.21158969333416197,0.99,5000,0.0008621475898312038,small,1500,PRUNED
204,204,764.9992065429688,2021-06-16 18:03:34.906319,2021-06-16 18:10:11.286684,0 days 00:06:36.380365000,1024,50000,0.1032195614028194,0.21225302408930313,0.99,5000,0.0009440590154463202,medium,1500,PRUNED
205,205,799.764892578125,2021-06-16 18:03:38.971326,2021-06-16 18:06:32.607763,0 days 00:02:53.636437000,1024,50000,0.014598914308960292,0.21773261085854945,0.99,5000,0.0009209235292089646,medium,1500,PRUNED
206,206,1394.7025146484375,2021-06-16 18:06:02.768250,2021-06-16 18:12:51.925752,0 days 00:06:49.157502000,1024,50000,0.10283108824898884,0.2202605117690767,0.99,5000,0.0009609066565997652,medium,1500,PRUNED
207,207,804.5269775390625,2021-06-16 18:06:32.608653,2021-06-16 18:09:22.440394,0 days 00:02:49.831741000,1024,50000,0.10333679519428787,0.2258576281871482,0.99,5000,0.0006984972865179389,medium,1500,PRUNED
208,208,711.8621826171875,2021-06-16 18:09:22.441287,2021-06-16 18:11:11.718797,0 days 00:01:49.277510000,1024,50000,0.11347881762318025,0.1923814782943162,0.99,0,0.00031869530451784033,small,1500,PRUNED
209,209,697.2410278320312,2021-06-16 18:10:11.287734,2021-06-16 18:12:11.320373,0 days 00:02:00.032639000,1024,50000,0.11362203954344112,0.16291638091554134,0.9999,0,0.0004566545429740145,small,1500,PRUNED
210,210,795.44677734375,2021-06-16 18:11:11.719668,2021-06-16 18:13:38.434132,0 days 00:02:26.714464000,1024,50000,0.1146670481213054,0.4764325550681073,0.999,0,0.0013034682631178616,small,1,PRUNED
211,211,818.6427612304688,2021-06-16 18:12:11.321900,2021-06-16 18:14:12.256720,0 days 00:02:00.934820000,1024,10000,0.1236109611725956,0.4767948155192868,0.999,5000,0.0002288268244831498,small,1,PRUNED
212,212,-78.38803100585938,2021-06-16 18:12:51.926687,2021-06-16 18:14:09.704249,0 days 00:01:17.777562000,1024,10000,0.12241625466454203,0.1783549988038736,0.999,10000,0.001424413653935418,small,1000,PRUNED
213,213,764.3310546875,2021-06-16 18:13:38.435015,2021-06-16 18:15:13.440431,0 days 00:01:35.005416000,1024,50000,0.10829858173547702,0.39605235030086444,0.99,5000,0.0007121117087568648,small,1000,PRUNED
214,214,693.1451416015625,2021-06-16 18:14:09.705423,2021-06-16 18:15:48.213879,0 days 00:01:38.508456000,1024,50000,0.1088493037759602,0.38335151031728393,0.99,5000,0.0006766948556059719,small,1000,PRUNED
215,215,823.3826293945312,2021-06-16 18:14:12.257474,2021-06-16 18:15:46.404726,0 days 00:01:34.147252000,1024,50000,0.10983183622067587,0.3865772463777559,0.99,5000,0.0006269095587324115,small,1000,PRUNED
216,216,802.1466064453125,2021-06-16 18:15:13.441321,2021-06-16 18:16:45.029324,0 days 00:01:31.588003000,1024,50000,0.09011358405521652,0.38343546205913454,0.99,5000,0.0005999352802858142,small,1000,PRUNED
217,217,796.2261962890625,2021-06-16 18:15:46.406018,2021-06-16 18:17:24.755542,0 days 00:01:38.349524000,1024,50000,0.0928421154944436,0.38156872129985137,0.99,5000,0.0010663690173560816,small,1000,PRUNED
