,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
519,519,1420.1011962890625,2021-06-16 22:45:32.808116,2021-06-16 22:49:55.540618,0 days 00:04:22.732502000,1024,50000,0.12674108820141142,0.19034209943414418,0.99,0,0.0011523646461200252,small,1000,PRUNED
520,520,863.2402954101562,2021-06-16 22:47:26.645165,2021-06-16 22:49:37.766668,0 days 00:02:11.121503000,1024,50000,0.17658871565369258,0.45145196119579667,0.99,0,0.001109229318482281,small,1000,PRUNED
521,521,853.9771118164062,2021-06-16 22:48:02.682735,2021-06-16 22:49:32.297479,0 days 00:01:29.614744000,256,50000,0.0977784865666683,0.18655887795310916,0.99,0,0.0010462511856326776,small,1000,PRUNED
522,522,805.9168090820312,2021-06-16 22:49:32.298688,2021-06-16 22:51:43.051753,0 days 00:02:10.753065000,1024,50000,0.17747001179469266,0.4515109832265897,0.9999,0,0.00045554531556339856,small,1000,PRUNED
523,523,-408.11566162109375,2021-06-16 22:49:37.768055,2021-06-16 22:49:44.161788,0 days 00:00:06.393733000,128,50000,0.1276753051902995,0.2161095962872676,0.999,20000,0.00046267884396853265,small,1500,PRUNED
524,524,829.7817993164062,2021-06-16 22:49:44.162829,2021-06-16 22:51:20.347817,0 days 00:01:36.184988000,1024,50000,0.112027593636786,0.22823598549173726,0.99,5000,0.00018876098840300666,small,1000,PRUNED
525,525,831.2418212890625,2021-06-16 22:49:55.541920,2021-06-16 22:51:31.084500,0 days 00:01:35.542580000,1024,50000,0.1119052658482002,0.22577010671336617,0.99,5000,0.000199930745862258,small,1000,PRUNED
526,526,1412.8251953125,2021-06-16 22:51:20.348927,2021-06-16 22:55:43.466902,0 days 00:04:23.117975000,1024,50000,0.10810267744439758,0.2053694262629107,0.9999,0,0.0002600476923203203,small,1500,PRUNED
527,527,820.5021362304688,2021-06-16 22:51:31.085398,2021-06-16 22:53:35.875320,0 days 00:02:04.789922000,1024,50000,0.1176460494294773,0.25266449883734715,0.999,0,0.00027712989129738874,small,1500,PRUNED
528,528,780.7733764648438,2021-06-16 22:51:43.052656,2021-06-16 22:53:49.845424,0 days 00:02:06.792768000,1024,50000,0.08496846914787856,0.2503818158702139,0.999,0,0.0002619916187781851,small,1500,PRUNED
529,529,194.4367218017578,2021-06-16 22:53:35.876552,2021-06-16 22:55:18.413951,0 days 00:01:42.537399000,1024,50000,0.08460747080325567,0.20684199977301282,0.99,5000,0.0003496225008963196,small,5000,PRUNED
530,530,1427.42578125,2021-06-16 22:53:49.846785,2021-06-16 23:00:03.187509,0 days 00:06:13.340724000,1024,100000,0.13459183719739012,0.20907475885258495,0.99,5000,0.0003517670220772093,small,1000,COMPLETE
531,531,393.95758056640625,2021-06-16 22:55:18.415872,2021-06-16 22:57:28.574481,0 days 00:02:10.158609000,1024,100000,0.10829872403207079,0.21402936313128926,0.99,0,0.0007866334471646743,small,1000,PRUNED
532,532,810.6903686523438,2021-06-16 22:55:43.468130,2021-06-16 22:57:21.390367,0 days 00:01:37.922237000,1024,100000,0.09471587425138316,0.21975842055845238,0.99,5000,0.00011000490672812458,small,1000,PRUNED
533,533,792.9781494140625,2021-06-16 22:57:21.392290,2021-06-16 22:59:27.439977,0 days 00:02:06.047687000,1024,50000,0.1702641299939378,0.23650564188626377,0.99,0,0.0001422449397745604,small,1000,PRUNED
534,534,752.2030029296875,2021-06-16 22:57:28.575491,2021-06-16 22:59:06.941041,0 days 00:01:38.365550000,1024,50000,0.1004825738439126,0.48222038869249795,0.95,5000,0.0001447281203230327,small,1000,PRUNED
535,535,812.0919189453125,2021-06-16 22:59:06.942504,2021-06-16 23:00:48.949598,0 days 00:01:42.007094000,256,50000,0.10464136693172037,0.2671650035176715,0.99,1000,0.00016918454853837806,small,1000,PRUNED
536,536,856.35791015625,2021-06-16 22:59:27.441115,2021-06-16 23:01:18.026475,0 days 00:01:50.585360000,256,500000,0.12272060450783066,0.19690069029426407,0.999,1000,0.00038923846449910474,small,1500,PRUNED
537,537,770.890869140625,2021-06-16 23:00:03.189836,2021-06-16 23:01:54.736819,0 days 00:01:51.546983000,256,500000,0.1036027303701961,0.2721288566687069,0.999,1000,0.00017612484067199217,small,1500,PRUNED
538,538,-404.6684265136719,2021-06-16 23:00:48.950966,2021-06-16 23:00:56.170414,0 days 00:00:07.219448000,1024,50000,0.12359923264423411,0.12574554417678963,0.999,20000,0.00021666971154304758,small,1500,PRUNED
539,539,822.5408935546875,2021-06-16 23:00:56.172149,2021-06-16 23:03:30.048387,0 days 00:02:33.876238000,1024,500000,0.0982703964004473,0.19513420891244848,0.99,0,0.00039461462514564196,small,1500,PRUNED
540,540,796.2381591796875,2021-06-16 23:01:18.027350,2021-06-16 23:04:03.557401,0 days 00:02:45.530051000,1024,50000,0.09853676871727797,0.23149818444672987,0.99,0,0.0003031546623213958,small,1,PRUNED
541,541,1035.4359130859375,2021-06-16 23:01:54.738914,2021-06-16 23:07:18.630528,0 days 00:05:23.891614000,1024,50000,0.09780418195608821,0.23025419534573616,0.99,0,0.000597351513988829,small,1,PRUNED
542,542,521.6538696289062,2021-06-16 23:03:30.049823,2021-06-16 23:06:02.297860,0 days 00:02:32.248037000,1024,50000,0.09288356362941591,0.22939900336240676,0.99,0,0.0013277150751862734,small,1000,PRUNED
543,543,871.8274536132812,2021-06-16 23:04:03.558539,2021-06-16 23:05:58.689464,0 days 00:01:55.130925000,1024,50000,0.0911426842551338,0.14192186041161628,0.99,5000,0.0013989293729970065,small,1000,PRUNED
544,544,573.5555419921875,2021-06-16 23:05:58.691750,2021-06-16 23:08:06.143262,0 days 00:02:07.451512000,1024,50000,0.022125562567168938,0.3382504196540115,0.99,0,0.0005671128632754246,small,1000,PRUNED
545,545,785.7232055664062,2021-06-16 23:06:02.298779,2021-06-16 23:08:09.756170,0 days 00:02:07.457391000,512,50000,0.11389762836953482,0.32105181156116464,0.99,5000,0.0005448639862181059,medium,1000,PRUNED
546,546,863.9386596679688,2021-06-16 23:07:18.631536,2021-06-16 23:09:20.069480,0 days 00:02:01.437944000,512,50000,0.11757645966667123,0.2170085187867232,0.99,5000,0.00021729419862867472,medium,1000,PRUNED
547,547,739.0474853515625,2021-06-16 23:08:06.144273,2021-06-16 23:10:07.302684,0 days 00:02:01.158411000,512,50000,0.11874150458880496,0.2429737581074885,0.99,5000,0.00020382359670314325,medium,1000,PRUNED
548,548,756.4361572265625,2021-06-16 23:08:09.756859,2021-06-16 23:09:13.603269,0 days 00:01:03.846410000,1024,50000,0.11770108973382656,0.2192336985294002,0.995,10000,0.00022430382662492684,small,200,PRUNED
549,549,822.6187744140625,2021-06-16 23:09:13.604228,2021-06-16 23:10:46.888826,0 days 00:01:33.284598000,1024,50000,0.11005961270020398,0.24643862324071208,0.999,5000,0.00020693159208410035,small,1000,PRUNED
550,550,802.9371948242188,2021-06-16 23:09:20.071021,2021-06-16 23:11:25.779919,0 days 00:02:05.708898000,1024,50000,0.10938208996886595,0.24739205554294202,0.999,0,0.0009347377950911566,small,1500,PRUNED
551,551,754.2665405273438,2021-06-16 23:10:07.304434,2021-06-16 23:12:17.834296,0 days 00:02:10.529862000,1024,50000,0.10297257484348742,0.28410212325347606,0.999,0,0.000891779631169309,small,1500,PRUNED
552,552,1424.297119140625,2021-06-16 23:10:46.890110,2021-06-16 23:15:18.266065,0 days 00:04:31.375955000,1024,50000,0.10506703895189733,0.1862728291764632,0.95,0,0.0008716079427556591,small,1500,PRUNED
553,553,-404.59521484375,2021-06-16 23:11:25.781610,2021-06-16 23:11:30.766521,0 days 00:00:04.984911000,1024,50000,0.10318285678968736,0.18535589994531812,0.99,20000,0.0003116069825531997,small,1500,PRUNED
554,554,675.60205078125,2021-06-16 23:11:30.767966,2021-06-16 23:13:36.168161,0 days 00:02:05.400195000,1024,50000,0.1064784147992393,0.20088235731944784,0.95,0,0.0004510142706058227,small,1000,PRUNED
555,555,692.802490234375,2021-06-16 23:12:17.835739,2021-06-16 23:14:17.533135,0 days 00:01:59.697396000,1024,50000,0.11323851844688439,0.46027243388521394,0.99,1000,0.0002653549048651301,small,1000,PRUNED
556,556,739.2553100585938,2021-06-16 23:13:36.169380,2021-06-16 23:15:47.995442,0 days 00:02:11.826062000,1024,50000,0.09494617139987249,0.4610976204031419,0.99,1000,0.00027227270922300297,small,1000,PRUNED
557,557,793.889404296875,2021-06-16 23:14:17.534072,2021-06-16 23:15:46.376745,0 days 00:01:28.842673000,128,50000,0.09386348216684301,0.21668822526768425,0.98,0,0.00012787948848572018,small,1000,PRUNED
558,558,809.2603759765625,2021-06-16 23:15:18.268792,2021-06-16 23:16:27.773899,0 days 00:01:09.505107000,128,100000,0.09513171716851106,0.440779751700264,0.98,5000,0.000167078681015325,small,1000,PRUNED
559,559,704.973388671875,2021-06-16 23:15:46.378838,2021-06-16 23:17:27.731014,0 days 00:01:41.352176000,1024,100000,0.08930991512994903,0.4414867395165783,0.99,5000,0.00017354680968467096,small,5000,PRUNED
560,560,-0.917481005191803,2021-06-16 23:15:47.996594,2021-06-16 23:17:32.534393,0 days 00:01:44.537799000,1024,100000,0.08884324768133856,0.20222642177794614,0.99,5000,0.0001653126970076446,small,5000,PRUNED
561,561,376.6269226074219,2021-06-16 23:16:27.775471,2021-06-16 23:18:32.193485,0 days 00:02:04.418014000,1024,50000,0.13010373624047028,0.20456699953191612,0.99,0,0.0003367900295501362,small,10000,PRUNED
562,562,1427.8333740234375,2021-06-16 23:17:27.732432,2021-06-16 23:21:43.338956,0 days 00:04:15.606524000,1024,50000,0.10002010050834363,0.2026747334792449,0.99,0,0.00034319207686572595,small,200,PRUNED
563,563,517.3058471679688,2021-06-16 23:17:32.535917,2021-06-16 23:19:44.642270,0 days 00:02:12.106353000,1024,50000,0.10120225915669415,0.09926318252389532,0.9,0,0.005802228068638053,small,10000,PRUNED
564,564,1426.4345703125,2021-06-16 23:18:32.195000,2021-06-16 23:22:52.334127,0 days 00:04:20.139127000,1024,10000,0.10042496545912799,0.09856314858847087,0.9,0,0.0007411996148605144,small,200,PRUNED
565,565,812.6411743164062,2021-06-16 23:19:44.643415,2021-06-16 23:21:47.729457,0 days 00:02:03.086042000,1024,500000,0.11127687243774624,0.1527177748224377,0.999,1000,0.0007243779509256004,small,200,PRUNED
566,566,1418.756591796875,2021-06-16 23:21:43.340196,2021-06-16 23:26:00.926384,0 days 00:04:17.586188000,1024,10000,0.11140100470859526,0.1117910936969154,0.999,1000,0.0004113927284211075,small,1000,PRUNED
567,567,-404.59521484375,2021-06-16 23:21:47.730326,2021-06-16 23:21:53.164702,0 days 00:00:05.434376000,1024,10000,0.10684794260534701,0.25911917060230016,0.99,20000,0.0016459254383051978,small,1000,PRUNED
568,568,-6.983597278594971,2021-06-16 23:21:53.166360,2021-06-16 23:24:04.102080,0 days 00:02:10.935720000,1024,50000,0.12085955090012379,0.2350411536303544,0.999,0,0.03943927361183131,small,1500,PRUNED
569,569,771.7994384765625,2021-06-16 23:22:52.335226,2021-06-16 23:24:31.198883,0 days 00:01:38.863657000,1024,50000,0.12119632890055423,0.2407040530358068,0.999,5000,0.000430951529791759,small,1500,PRUNED
570,570,1427.913330078125,2021-06-16 23:24:04.104335,2021-06-16 23:27:59.355559,0 days 00:03:55.251224000,1024,50000,0.1134757862161148,0.22454350479120477,0.99,5000,0.0004201217018870709,small,1000,PRUNED
571,571,1419.826171875,2021-06-16 23:24:31.200196,2021-06-16 23:28:49.262038,0 days 00:04:18.061842000,1024,50000,0.11422085707527684,0.22407033404490065,0.99,1000,0.00024680452073109983,small,1000,PRUNED
572,572,826.1590576171875,2021-06-16 23:26:00.928423,2021-06-16 23:27:37.686305,0 days 00:01:36.757882000,1024,50000,0.10811759658084232,0.17060479326723163,0.99,5000,0.00027107455216785083,small,1000,PRUNED
573,573,837.2655639648438,2021-06-16 23:27:37.687412,2021-06-16 23:29:43.268089,0 days 00:02:05.580677000,1024,50000,0.1166210010956792,0.22362437047234315,0.99,0,0.00023956357537705173,small,1000,PRUNED
574,574,1431.1158447265625,2021-06-16 23:27:59.356848,2021-06-16 23:32:18.075737,0 days 00:04:18.718889000,1024,50000,0.06838412840286569,0.21373379207445958,0.99,0,0.0002436136480235654,small,1500,PRUNED
575,575,814.494140625,2021-06-16 23:28:49.263967,2021-06-16 23:31:01.014620,0 days 00:02:11.750653000,1024,50000,0.07939313995255341,0.1921839897037931,0.99,0,0.0012249517230803035,small,1500,PRUNED
576,576,506.6281433105469,2021-06-16 23:29:43.269726,2021-06-16 23:31:54.094748,0 days 00:02:10.825022000,1024,500000,0.0811398495700751,0.21586458788037582,0.99,0,0.001207809750809967,small,1500,PRUNED
577,577,793.853759765625,2021-06-16 23:31:01.015914,2021-06-16 23:33:16.720503,0 days 00:02:15.704589000,1024,500000,0.09787423170371178,0.21208492030088907,0.99,0,0.00012168294449181751,small,1500,PRUNED
578,578,783.406005859375,2021-06-16 23:31:54.096197,2021-06-16 23:33:42.944182,0 days 00:01:48.847985000,1024,50000,0.12488795711696973,0.25314669831631387,0.99,5000,0.00013580743627711938,small,1000,PRUNED
579,579,683.2179565429688,2021-06-16 23:32:18.076769,2021-06-16 23:33:06.054227,0 days 00:00:47.977458000,256,50000,0.19968814632779044,0.23736994675068962,0.99,10000,0.00011531065290010662,small,1000,PRUNED
580,580,745.385498046875,2021-06-16 23:33:06.055517,2021-06-16 23:34:48.367790,0 days 00:01:42.312273000,1024,50000,0.09641768739365614,0.2589170913752243,0.995,5000,0.002954170293250294,small,1000,PRUNED
581,581,805.91162109375,2021-06-16 23:33:16.721375,2021-06-16 23:35:02.349971,0 days 00:01:45.628596000,1024,50000,0.03500199379166605,0.18342982846561742,0.995,5000,0.00032849789325433315,small,1000,PRUNED
582,582,1420.423583984375,2021-06-16 23:33:42.945088,2021-06-16 23:37:25.782964,0 days 00:03:42.837876000,1024,50000,0.10237128187668675,0.1821407315792201,0.995,5000,0.000340839205869688,small,1000,PRUNED
583,583,-404.6684265136719,2021-06-16 23:34:48.369411,2021-06-16 23:34:54.262710,0 days 00:00:05.893299000,1024,50000,0.10447733688032462,0.19412685051737433,0.999,20000,0.0003336254033839644,small,1000,PRUNED
584,584,1384.5296630859375,2021-06-16 23:34:54.264345,2021-06-16 23:38:39.596837,0 days 00:03:45.332492000,1024,50000,0.08850369566106314,0.17759711596532246,0.95,1000,0.00020114019516075015,small,1000,PRUNED
585,585,773.90673828125,2021-06-16 23:35:02.351400,2021-06-16 23:38:30.333428,0 days 00:03:27.982028000,1024,50000,0.09065183226970867,0.47655756346124295,0.95,1000,0.00020395247955429493,medium,1000,PRUNED
586,586,1420.7767333984375,2021-06-16 23:37:25.784669,2021-06-16 23:44:49.833749,0 days 00:07:24.049080000,1024,50000,0.0882967872287844,0.23143783193185385,0.95,1000,0.00020205197761238375,medium,1500,PRUNED
587,587,717.236328125,2021-06-16 23:38:30.335373,2021-06-16 23:40:01.123257,0 days 00:01:30.787884000,512,50000,0.10758249445531132,0.2380004368844677,0.99,0,0.00017668295365148496,small,1500,PRUNED
588,588,691.1229248046875,2021-06-16 23:38:39.598082,2021-06-16 23:40:11.498793,0 days 00:01:31.900711000,512,50000,0.10796238805782107,0.23220423375759738,0.99,0,0.0005104495673773157,small,1500,PRUNED
589,589,869.5673828125,2021-06-16 23:40:01.125682,2021-06-16 23:41:54.760104,0 days 00:01:53.634422000,1024,100000,0.10060770706087377,0.22981470637812848,0.9999,0,0.0004983315922442922,small,1500,PRUNED
590,590,868.7317504882812,2021-06-16 23:40:11.499696,2021-06-16 23:42:08.957420,0 days 00:01:57.457724000,1024,100000,0.10037019536679409,0.21106759063694167,0.9999,0,0.0018362882958498155,small,1000,PRUNED
591,591,819.6718139648438,2021-06-16 23:41:54.761023,2021-06-16 23:43:50.985841,0 days 00:01:56.224818000,1024,50000,0.11529366217555614,0.20548685096058275,0.999,0,0.0009787352045004787,small,1000,PRUNED
592,592,857.86181640625,2021-06-16 23:42:08.958993,2021-06-16 23:43:36.013181,0 days 00:01:27.054188000,1024,50000,0.11478721381139396,0.2448171817615506,0.999,5000,0.0002948513013243114,small,1000,PRUNED
593,593,1420.6243896484375,2021-06-16 23:43:36.014556,2021-06-16 23:48:25.230025,0 days 00:04:49.215469000,1024,50000,0.15506543814978302,0.16656383874538458,0.99,0,0.0010961367435113505,small,1000,PRUNED
594,594,-145.9351043701172,2021-06-16 23:43:50.986974,2021-06-16 23:44:55.261426,0 days 00:01:04.274452000,256,50000,0.0021385162963694776,0.16366248948486056,0.99,5000,0.00027718151872038803,small,1000,PRUNED
595,595,1434.683349609375,2021-06-16 23:44:49.835108,2021-06-16 23:49:15.452998,0 days 00:04:25.617890000,256,500000,0.12778878635297838,0.167502516633898,0.99,5000,0.0001575440138764796,small,1000,COMPLETE
596,596,149.16812133789062,2021-06-16 23:44:55.262872,2021-06-16 23:47:17.134825,0 days 00:02:21.871953000,1024,500000,0.05716271321914011,0.22058497381293024,0.99,0,0.001493200462891823,small,1000,PRUNED
597,597,-404.59521484375,2021-06-16 23:47:17.137324,2021-06-16 23:47:23.304093,0 days 00:00:06.166769000,1024,50000,0.09569338874817175,0.19776568907471911,0.99,20000,0.0001453886593465566,small,1000,PRUNED
598,598,-291.2234191894531,2021-06-16 23:47:23.304825,2021-06-16 23:49:48.092530,0 days 00:02:24.787705000,1024,50000,0.12735421590940157,0.2499747397361332,0.99,0,0.0010504409804953905,small,1500,PRUNED
599,599,817.0819702148438,2021-06-16 23:48:25.230950,2021-06-16 23:50:20.003412,0 days 00:01:54.772462000,1024,50000,0.1940057918818408,0.24555734820053463,0.99,5000,0.0003968446324873167,small,1500,PRUNED
600,600,793.6849365234375,2021-06-16 23:49:15.455907,2021-06-16 23:50:43.393789,0 days 00:01:27.937882000,256,500000,0.12990210495037935,0.13425681572758016,0.999,5000,0.0001542923376905242,small,1500,PRUNED
601,601,922.1236572265625,2021-06-16 23:49:48.094158,2021-06-16 23:54:13.656262,0 days 00:04:25.562104000,256,500000,0.1285422209907739,0.1429589739920375,0.999,5000,0.00014353583204300465,small,1500,PRUNED
602,602,749.8034057617188,2021-06-16 23:50:20.004383,2021-06-16 23:52:41.087959,0 days 00:02:21.083576000,256,500000,0.13899997648100407,0.17738293533310687,0.999,5000,7.113020700093792e-05,small,1,PRUNED
603,603,722.9267578125,2021-06-16 23:50:43.395805,2021-06-16 23:53:02.184934,0 days 00:02:18.789129000,256,500000,0.12444022424110482,0.159753485672088,0.99,5000,0.00014723817786808737,small,1,PRUNED
604,604,847.1629028320312,2021-06-16 23:52:41.089962,2021-06-16 23:56:36.346327,0 days 00:03:55.256365000,256,500000,0.12486167287449898,0.1510809752009521,0.99,5000,9.576953339125916e-05,small,1000,PRUNED
605,605,1389.9654541015625,2021-06-16 23:53:02.186144,2021-06-16 23:59:14.022185,0 days 00:06:11.836041000,256,500000,0.12294531805157816,0.16740568114661028,0.99,5000,0.0006709592731266312,small,1000,COMPLETE
606,606,864.2953491210938,2021-06-16 23:54:13.658748,2021-06-16 23:55:49.483525,0 days 00:01:35.824777000,256,500000,0.1337366574695202,0.186515764367218,0.99,5000,0.0007200018877208305,small,1000,PRUNED
607,607,768.68310546875,2021-06-16 23:55:49.484852,2021-06-16 23:57:27.805621,0 days 00:01:38.320769000,256,500000,0.1208202751537233,0.16527913954031448,0.99,5000,0.00011690120094103842,small,1000,PRUNED
608,608,841.8049926757812,2021-06-16 23:56:36.347929,2021-06-16 23:58:12.621780,0 days 00:01:36.273851000,256,500000,0.11885094468280075,0.16880097325773424,0.99,5000,9.82906275537754e-05,small,1000,PRUNED
609,609,825.9708862304688,2021-06-16 23:57:27.807084,2021-06-16 23:59:06.247321,0 days 00:01:38.440237000,256,500000,0.12681328801420516,0.1730620974254034,0.99,5000,0.0021639278950393863,small,1000,PRUNED
610,610,829.7916870117188,2021-06-16 23:58:12.623583,2021-06-16 23:59:45.715645,0 days 00:01:33.092062000,256,500000,0.12271298376279569,0.19012747892507192,0.99,5000,0.0001751214228229058,small,1000,PRUNED
611,611,854.078857421875,2021-06-16 23:59:06.249159,2021-06-17 00:00:28.708067,0 days 00:01:22.458908000,256,500000,0.12105513623111701,0.15938597190442103,0.999,5000,0.00017196560948979595,small,200,PRUNED
612,612,826.678955078125,2021-06-16 23:59:14.024913,2021-06-17 00:01:02.972703,0 days 00:01:48.947790000,256,500000,0.12028799022252555,0.1831052365051697,0.999,5000,0.00017928943523122732,medium,200,PRUNED
613,613,1430.7933349609375,2021-06-16 23:59:45.716939,2021-06-17 00:03:47.379838,0 days 00:04:01.662899000,128,100000,0.11868255229429603,0.19293146907790212,0.999,0,0.0003646483118936201,medium,200,PRUNED
614,614,790.7058715820312,2021-06-17 00:00:28.709626,2021-06-17 00:02:42.729269,0 days 00:02:14.019643000,128,100000,0.07287754979802884,0.19211155555885934,0.99,0,0.001455585242258449,medium,1500,PRUNED
615,615,693.3296508789062,2021-06-17 00:01:02.974969,2021-06-17 00:02:35.454689,0 days 00:01:32.479720000,128,100000,0.07283385718039927,0.15316297377427704,0.99,0,0.00024039784798610004,small,1500,PRUNED
616,616,804.9137573242188,2021-06-17 00:02:35.456159,2021-06-17 00:04:48.978983,0 days 00:02:13.522824000,1024,50000,0.13136081712282707,0.1989893451683481,0.99,0,0.001393570185192559,small,1500,PRUNED
617,617,746.8742065429688,2021-06-17 00:02:42.730370,2021-06-17 00:04:51.784815,0 days 00:02:09.054445000,1024,50000,0.13551433591760903,0.44744890109190893,0.99,0,0.00038490227033734117,small,1000,PRUNED
618,618,652.4974365234375,2021-06-17 00:03:47.380976,2021-06-17 00:04:59.481996,0 days 00:01:12.101020000,1024,50000,0.11236695839209104,0.2036808893457143,0.99,10000,0.00046691893170060835,small,1000,PRUNED
619,619,795.8270263671875,2021-06-17 00:04:48.980046,2021-06-17 00:06:42.752689,0 days 00:01:53.772643000,1024,50000,0.16331067170840693,0.45101939522918355,0.99,5000,0.00048240534203474486,small,1000,PRUNED
620,620,709.3662719726562,2021-06-17 00:04:51.785548,2021-06-17 00:06:14.553106,0 days 00:01:22.767558000,512,50000,0.11154651577323386,0.21479521048015496,0.98,5000,0.0004774850661469527,small,1000,PRUNED
621,621,1419.00732421875,2021-06-17 00:04:59.483098,2021-06-17 00:08:13.686567,0 days 00:03:14.203469000,512,50000,0.16023734640316833,0.21470558442424134,0.98,5000,0.0005949775574383596,small,1000,PRUNED
622,622,-404.59521484375,2021-06-17 00:06:14.554308,2021-06-17 00:06:20.165786,0 days 00:00:05.611478000,1024,50000,0.08539868060636843,0.17460553900149364,0.99,20000,0.00028537069877750967,small,1000,PRUNED
623,623,767.2225952148438,2021-06-17 00:06:20.166697,2021-06-17 00:08:03.609289,0 days 00:01:43.442592000,1024,50000,0.11580389409924999,0.22117952824548295,0.999,5000,0.0005970583404956317,small,1500,PRUNED
624,624,-0.2368825078010559,2021-06-17 00:06:42.754039,2021-06-17 00:08:55.797401,0 days 00:02:13.043362000,1024,50000,0.11532639955468664,0.21386862481489383,0.999,0,0.0002123918604336184,small,5000,PRUNED
625,625,527.2955322265625,2021-06-17 00:08:03.610986,2021-06-17 00:10:15.150077,0 days 00:02:11.539091000,1024,500000,0.10581659985928266,0.146578221920304,0.99,0,0.00021876451953737103,small,10000,PRUNED
626,626,-1.8891326189041138,2021-06-17 00:08:13.688203,2021-06-17 00:10:21.567812,0 days 00:02:07.879609000,1024,500000,0.10863751115410629,0.20564497537706108,0.99,0,0.00023438322212568572,small,1500,PRUNED
627,627,871.1039428710938,2021-06-17 00:08:55.798730,2021-06-17 00:11:03.640261,0 days 00:02:07.841531000,1024,500000,0.09272493476069288,0.4689725840422837,0.99,0,0.0003174504477351784,small,1500,PRUNED
628,628,796.4034423828125,2021-06-17 00:10:15.151792,2021-06-17 00:12:18.999513,0 days 00:02:03.847721000,1024,50000,0.11033284221951677,0.2258537733976787,0.99,0,0.0003065600337969555,small,1500,PRUNED
629,629,805.0972290039062,2021-06-17 00:10:21.568924,2021-06-17 00:12:29.653481,0 days 00:02:08.084557000,1024,50000,0.09802953882749338,0.2265517587101965,0.99,0,0.0008488834646829609,small,1000,PRUNED
630,630,836.10205078125,2021-06-17 00:11:03.641952,2021-06-17 00:13:17.021692,0 days 00:02:13.379740000,1024,50000,0.09639928361156849,0.22791167448242688,0.99,0,0.0008939365525222108,small,1000,PRUNED
631,631,-0.6347535848617554,2021-06-17 00:12:19.001040,2021-06-17 00:14:02.875881,0 days 00:01:43.874841000,1024,50000,0.1182902435872275,0.18348271609468322,0.9,5000,0.0039873141784884615,small,1000,PRUNED
632,632,768.2403564453125,2021-06-17 00:12:29.655102,2021-06-17 00:14:09.586397,0 days 00:01:39.931295000,1024,50000,0.18903920856654108,0.1821926663548263,0.95,5000,0.00015125623262166835,small,1000,PRUNED
633,633,805.8950805664062,2021-06-17 00:13:17.023011,2021-06-17 00:14:56.955240,0 days 00:01:39.932229000,1024,50000,0.10410255586857799,0.0015428569997590902,0.9,5000,0.00012460876437111703,small,1000,PRUNED
634,634,-2.04670786857605,2021-06-17 00:14:02.877526,2021-06-17 00:15:40.533508,0 days 00:01:37.655982000,1024,50000,0.10492538763501445,0.19865838715186476,0.95,5000,0.00013584623051914038,small,1000,PRUNED
635,635,752.1217651367188,2021-06-17 00:14:09.587412,2021-06-17 00:15:49.283756,0 days 00:01:39.696344000,1024,50000,0.10418924999966071,0.43724320719953363,0.999,5000,0.0012077066312433478,small,1000,PRUNED
636,636,843.8339233398438,2021-06-17 00:14:56.957432,2021-06-17 00:17:23.532820,0 days 00:02:26.575388000,1024,50000,0.12551999418536983,0.1975312804114936,0.999,0,0.001179163403738652,small,1000,PRUNED
637,637,-7.1644721031188965,2021-06-17 00:15:40.534768,2021-06-17 00:15:46.758718,0 days 00:00:06.223950000,1024,100000,0.12530539595306825,0.13454463392766536,0.999,20000,0.0012339296837333325,small,1500,PRUNED
638,638,824.1524047851562,2021-06-17 00:15:46.760004,2021-06-17 00:17:28.404446,0 days 00:01:41.644442000,256,50000,0.09163812679225439,0.4188709513331203,0.99,0,0.0002686507249520894,small,1000,PRUNED
639,639,813.4317626953125,2021-06-17 00:15:49.285605,2021-06-17 00:17:33.989569,0 days 00:01:44.703964000,256,50000,0.11172854666165231,0.20761518465679712,0.99,0,0.00018289126352271908,small,1000,PRUNED
640,640,807.6564331054688,2021-06-17 00:17:23.535066,2021-06-17 00:18:53.084286,0 days 00:01:29.549220000,256,50000,0.11076099471773734,0.4144610892581399,0.99,0,0.0002630231254027496,small,1500,PRUNED
641,641,813.17431640625,2021-06-17 00:17:28.406442,2021-06-17 00:19:45.974796,0 days 00:02:17.568354000,1024,50000,0.11089313417883628,0.2061343978250379,0.99,0,0.0001817680046550937,small,1500,PRUNED
642,642,-99.92144775390625,2021-06-17 00:17:33.991018,2021-06-17 00:19:53.783487,0 days 00:02:19.792469000,1024,50000,0.08432588835896832,0.23709334305033566,0.99,0,0.0003683369600945286,small,1500,PRUNED
643,643,-0.7095364928245544,2021-06-17 00:18:53.085807,2021-06-17 00:20:03.747001,0 days 00:01:10.661194000,1024,50000,0.1183457157316472,0.2376203610936416,0.99,10000,0.00038199343162488407,small,1500,PRUNED
644,644,813.7581176757812,2021-06-17 00:19:45.977287,2021-06-17 00:21:26.149477,0 days 00:01:40.172190000,1024,50000,0.08390248435055156,0.23706561056558895,0.99,5000,0.00039336564312841496,small,1000,PRUNED
645,645,796.25830078125,2021-06-17 00:19:53.785596,2021-06-17 00:21:34.988774,0 days 00:01:41.203178000,1024,100000,0.11768528135869366,0.22254641725468455,0.99,5000,0.00040329488329904123,small,1000,PRUNED
